timestamp,trade_id,symbol,direction,strategy,confidence,entry_price,stop_loss,take_profit,position_size,risk_amount,market_conditions,indicators,status,blocked_reason,exit_time,exit_price,pnl,pnl_pips,exit_reason,max_favorable,max_adverse,duration_minutes,session,order_flow_bias,multi_tf_alignment
2025-10-29T00:03:57.266731,19642,EUR_JPY,sell,trend_following,0.8800000000000001,176.751,176.98999999999998,175.35999999999999,456405,653.346404,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.0972583111130922, ""spread_pips"": 2.5999999999982037, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 17.139618508083977, ""macd"": -0.04672139370566697, ""macd_signal"": -0.012195905478089106, ""bb_upper"": 177.44176929032287, ""bb_lower"": 177.04583070967718, ""atr"": 0.0972583111130922, ""momentum"": -0.36199999999999477, ""stoch_k"": 14.4267707805193, ""stoch_d"": 24.42335532584121}",EXECUTED,,,,,,,,,,tokyo,0.0,True
2025-10-30T15:06:29.716581,19728,GBP_USD,sell,momentum_pullback,0.95,1.31552,1.31816,1.30186,362739,659.165843,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.001005003495825594, ""spread_pips"": 1.2999999999996348, ""trend_strength"": -0.4, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.75, ""regime"": ""neutral""}","{""rsi"": 48.874621662639115, ""macd"": 8.718523579887005e-05, ""macd_signal"": 0.00010772263483608757, ""bb_upper"": 1.3179712865217594, ""bb_lower"": 1.3138387134782434, ""atr"": 0.001005003495825594, ""momentum"": -0.0009600000000000719, ""stoch_k"": 28.985705908140968, ""stoch_d"": 38.28304560117615}",EXECUTED,,,,,,,,,,london_ny_overlap,0.0,True
2025-12-24T01:30:46.439243,22873,USD_JPY,sell,volatility_breakout,0.8999999999999999,155.806,156.06,154.88,362073,486.610992,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.10372218742604403, ""spread_pips"": 1.6999999999995907, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 32.853986282185964, ""macd"": -0.06494011216770446, ""macd_signal"": -0.03844739702733534, ""bb_upper"": 156.3211505815294, ""bb_lower"": 155.87414941847058, ""atr"": 0.10372218742604403, ""momentum"": -0.367999999999995, ""stoch_k"": 4.532286470789294, ""stoch_d"": 16.702829103847417}",EXECUTED,,2025-12-24T01:30:46.439243,,,,,,,,,tokyo,0.0,True
2026-01-20T16:05:36.956278,25074,USD_JPY,sell,trend_following,0.87,157.878,158.141,156.96099999999998,465518,546.2251200000001,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.1012384581314356, ""spread_pips"": 1.500000000001478, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.7, ""regime"": ""neutral""}","{""rsi"": 45.97702955096148, ""macd"": 0.012006920900205387, ""macd_signal"": 0.029755392539624483, ""bb_upper"": 158.09008900277755, ""bb_lower"": 157.88551099722238, ""atr"": 0.1012384581314356, ""momentum"": -0.1640000000000157, ""stoch_k"": 29.9516908212499, ""stoch_d"": 28.35342453383622}",EXECUTED,,2026-01-20T16:05:36.956278,,,,,,,,,london_ny_overlap,0.0,True
2026-01-26T01:30:19.585020,25748,USD_JPY,sell,trend_following,0.9,154.663,154.917,153.737,592154,793.398819,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.19490412303958096, ""spread_pips"": 1.6000000000019554, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -1.0, ""regime"": ""neutral""}","{""rsi"": 44.49303611370479, ""macd"": -0.0841067469873451, ""macd_signal"": -0.07503651752652063, ""bb_upper"": 155.30370570264313, ""bb_lower"": 154.609294297357, ""atr"": 0.19490412303958096, ""momentum"": -0.2560000000000002, ""stoch_k"": 31.2090962099149, ""stoch_d"": 25.14019853753844}",EXECUTED,,2026-01-26T01:30:19.585020,,,,,,,,,tokyo,0.0,True
2026-01-28T16:01:51.197808,26078,EUR_USD,sell,momentum_pullback,0.95,1.19474,1.1973399999999998,1.18554,499157,866.128854,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.0013206669032352586, ""spread_pips"": 0.8000000000008001, ""trend_strength"": -0.5, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.55, ""regime"": ""neutral""}","{""rsi"": 43.168601873724675, ""macd"": -0.0006035221292939319, ""macd_signal"": -0.0005407070500450985, ""bb_upper"": 1.1982224550301905, ""bb_lower"": 1.1927745449698086, ""atr"": 0.0013206669032352586, ""momentum"": 0.001060000000000061, ""stoch_k"": 35.135544004457415, ""stoch_d"": 42.51903173939791}",EXECUTED,,2026-01-28T16:01:51.197808,,,,,,,,,london_ny_overlap,0.0,True
2026-01-29T02:03:19.853679,26168,USD_JPY,buy,trend_following,0.8500000000000001,153.323,153.06900000000002,154.24900000000002,610881,841.0610235,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.1206332383855008, ""spread_pips"": 1.9000000000005457, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 0.5, ""regime"": ""neutral""}","{""rsi"": 55.65129858461974, ""macd"": 0.011930376797550934, ""macd_signal"": -0.0018069911583442925, ""bb_upper"": 153.4229221924374, ""bb_lower"": 152.83677780756256, ""atr"": 0.1206332383855008, ""momentum"": 0.01999999999998181, ""stoch_k"": 65.39991512437727, ""stoch_d"": 65.3853371045472}",EXECUTED,,2026-01-29T02:03:19.853679,,,,,,,,,tokyo,0.0,False
2026-01-29T02:30:31.038901,26178,AUD_USD,buy,momentum_pullback,0.8999999999999999,0.70402,0.70151,0.71331,404412,829.951239,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.000562261046610303, ""spread_pips"": 1.40000000000029, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 62.47058057687818, ""macd"": -9.421027828815376e-05, ""macd_signal"": -0.0002456256597483691, ""bb_upper"": 0.7038375479229259, ""bb_lower"": 0.7019594520770737, ""atr"": 0.000562261046610303, ""momentum"": 0.0017300000000000093, ""stoch_k"": 84.81732886837302, ""stoch_d"": 67.91663046618824}",EXECUTED,,2026-01-29T02:30:31.038901,,,,,,,,,tokyo,0.0,True
2026-01-29T16:01:37.314905,26228,EUR_USD,sell,momentum_pullback,0.95,1.19301,1.1956099999999998,1.18381,510099,886.7735744999999,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.001346555659951193, ""spread_pips"": 0.700000000000145, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.5, ""regime"": ""neutral""}","{""rsi"": 43.0550204223274, ""macd"": -0.0009705670988429116, ""macd_signal"": -0.0007837075824957955, ""bb_upper"": 1.1986803330538804, ""bb_lower"": 1.1902166669461196, ""atr"": 0.001346555659951193, ""momentum"": -0.0023299999999999432, ""stoch_k"": 32.10603829160602, ""stoch_d"": 26.935035182458922}",EXECUTED,,2026-01-29T16:01:37.314905,,,,,,,,,london_ny_overlap,0.0,False
2026-01-29T16:11:33.619779,26232,USD_JPY,sell,trend_following,0.875,152.836,153.094,151.914,750755,886.7735744999999,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.163467960368189, ""spread_pips"": 1.5999999999991132, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.75, ""regime"": ""neutral""}","{""rsi"": 33.026913352182596, ""macd"": -0.12019334115339575, ""macd_signal"": -0.07229065577680979, ""bb_upper"": 153.53423708665017, ""bb_lower"": 152.66306291334976, ""atr"": 0.163467960368189, ""momentum"": -0.570999999999998, ""stoch_k"": 15.393654524089323, ""stoch_d"": 14.571092831962517}",EXECUTED,,2026-01-29T16:11:33.619779,,,,,,,,,london_ny_overlap,0.0,True
2026-01-30T16:01:42.180076,26326,GBP_USD,sell,trend_following,0.875,1.37263,1.37527,1.3634700000000002,450485,815.9456654999999,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.0013994371289949583, ""spread_pips"": 1.500000000000945, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.75, ""regime"": ""neutral""}","{""rsi"": 40.453744711101244, ""macd"": -0.0007751085340896857, ""macd_signal"": -0.0006934427512109741, ""bb_upper"": 1.3759323384254887, ""bb_lower"": 1.3712906615745122, ""atr"": 0.0013994371289949583, ""momentum"": -0.0019099999999998563, ""stoch_k"": 21.433496495342563, ""stoch_d"": 27.77137741587133}",EXECUTED,,2026-01-30T16:01:42.180076,,,,,,,,,london_ny_overlap,0.0,True
2026-01-30T16:03:30.098766,26330,EUR_USD,sell,trend_following,0.8800000000000001,1.18877,1.19137,1.1795700000000002,451106,815.9456654999999,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.0010881996624359073, ""spread_pips"": 0.8999999999992347, ""trend_strength"": -0.5, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 44.047311172538414, ""macd"": -0.0006024306431116067, ""macd_signal"": -0.0006405148915013802, ""bb_upper"": 1.1919234939192218, ""bb_lower"": 1.1883055060807781, ""atr"": 0.0010881996624359073, ""momentum"": -0.000600000000000156, ""stoch_k"": 33.99810066476541, ""stoch_d"": 38.19299651081099}",EXECUTED,,2026-01-30T16:03:30.098766,,,,,,,,,london_ny_overlap,0.0,True
2026-02-02T16:00:30.257114,26547,GBP_USD,sell,momentum_pullback,0.95,1.36273,1.36534,1.3535400000000002,529882,929.600355,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.0011787555908346053, ""spread_pips"": 1.1999999999989797, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -1.0, ""regime"": ""neutral""}","{""rsi"": 32.55571911895996, ""macd"": -0.0007756458269021493, ""macd_signal"": -0.0005795086893958109, ""bb_upper"": 1.3675538419877147, ""bb_lower"": 1.3625971580122838, ""atr"": 0.0011787555908346053, ""momentum"": -0.0029600000000000737, ""stoch_k"": 7.4007856698821355, ""stoch_d"": 10.620730006789207}",EXECUTED,,2026-02-02T16:00:30.257114,,,,,,,,,london_ny_overlap,0.0,True
2026-02-04T16:00:27.266291,26869,GBP_USD,sell,momentum_pullback,0.95,1.36637,1.36897,1.3571700000000002,515197,901.437633,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.0010810876279588458, ""spread_pips"": 1.40000000000029, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 31.29968128593853, ""macd"": -0.000981017933156192, ""macd_signal"": -0.0008320582872849388, ""bb_upper"": 1.3707005288802188, ""bb_lower"": 1.3661644711197807, ""atr"": 0.0010810876279588458, ""momentum"": -0.0021400000000000308, ""stoch_k"": 18.167838140687252, ""stoch_d"": 25.0497582610485}",EXECUTED,,2026-02-04T16:00:27.266291,,,,,,,,,london_ny_overlap,0.0,True
2026-02-05T16:01:57.497078,27086,GBP_USD,sell,momentum_pullback,0.95,1.35259,1.35519,1.34339,513101,906.9142425,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.0013486634264724296, ""spread_pips"": 1.2999999999996348, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -1.0, ""regime"": ""neutral""}","{""rsi"": 37.12251611944375, ""macd"": -0.0012122822560267643, ""macd_signal"": -0.0010649287744110326, ""bb_upper"": 1.358071365810427, ""bb_lower"": 1.351349634189574, ""atr"": 0.0013486634264724296, ""momentum"": -0.0020900000000001473, ""stoch_k"": 11.666220211354243, ""stoch_d"": 9.825916211669014}",EXECUTED,,2026-02-05T16:01:57.497078,,,,,,,,,london_ny_overlap,0.0,True
2026-02-09T00:04:48.799665,BLOCKED_NZD_USD_1770595488,NZD_USD,buy,trend_following,0.8800000000000001,0.60297,0.59697,0.61597,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.0007431857961690637, ""spread_pips"": 1.40000000000029, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 0.8, ""regime"": ""neutral""}","{""rsi"": 71.87963882832899, ""macd"": 0.00030995967325775364, ""macd_signal"": 0.0001747441472258642, ""bb_upper"": 0.6032520941991656, ""bb_lower"": 0.601043905800834, ""atr"": 0.0007431857961690637, ""momentum"": 0.0008500000000000174, ""stoch_k"": 92.80956163484127, ""stoch_d"": 91.68054195563504}",BLOCKED,Pre-check margin insufficient: 0.40x,,,,,,,,,,tokyo,,
2026-02-09T00:04:51.593818,BLOCKED_EUR_GBP_1770595491,EUR_GBP,buy,trend_following,0.8500000000000001,0.86899,0.86299,0.88199,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.000532707203393601, ""spread_pips"": 1.2000000000000899, ""trend_strength"": 0.5, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 0.5, ""regime"": ""neutral""}","{""rsi"": 58.89569762620132, ""macd"": 0.0001725360561570799, ""macd_signal"": 0.00018496912596036998, ""bb_upper"": 0.8693449107053466, ""bb_lower"": 0.8682250892946539, ""atr"": 0.000532707203393601, ""momentum"": 0.00036000000000002697, ""stoch_k"": 55.55555555555466, ""stoch_d"": 52.263374485595456}",BLOCKED,Pre-check margin insufficient: 0.21x,,,,,,,,,,tokyo,,
2026-02-09T00:06:41.057803,BLOCKED_NZD_USD_1770595601,NZD_USD,buy,trend_following,0.8800000000000001,0.60321,0.59721,0.61621,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.000743672531425512, ""spread_pips"": 1.4999999999998348, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 0.8, ""regime"": ""neutral""}","{""rsi"": 71.87963658842254, ""macd"": 0.00033906985787612864, ""macd_signal"": 0.00020760932837720462, ""bb_upper"": 0.6033967501871442, ""bb_lower"": 0.6010552498128554, ""atr"": 0.000743672531425512, ""momentum"": 0.0010700000000000154, ""stoch_k"": 90.87873824947262, ""stoch_d"": 91.97569937437062}",BLOCKED,Pre-check margin insufficient: 0.48x,,,,,,,,,,tokyo,,
2026-02-09T00:08:08.930963,BLOCKED_NZD_USD_1770595688,NZD_USD,buy,trend_following,0.8800000000000001,0.60326,0.59726,0.61626,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.000743672531425512, ""spread_pips"": 1.7000000000000348, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 0.8, ""regime"": ""neutral""}","{""rsi"": 71.87963658842254, ""macd"": 0.00033906985787612864, ""macd_signal"": 0.00020760932837720462, ""bb_upper"": 0.6033967501871442, ""bb_lower"": 0.6010552498128554, ""atr"": 0.000743672531425512, ""momentum"": 0.0010700000000000154, ""stoch_k"": 90.87873824947262, ""stoch_d"": 91.97569937437062}",BLOCKED,Pre-check margin insufficient: 0.65x,,,,,,,,,,tokyo,,
2026-02-11T02:33:05.469757,BLOCKED_USD_JPY_1770777185,USD_JPY,sell,trend_following,0.9,153.749,154.349,152.44899999999998,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.10087965658646711, ""spread_pips"": 1.9000000000005457, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -1.0, ""regime"": ""neutral""}","{""rsi"": 33.30852035877675, ""macd"": -0.10117299819478376, ""macd_signal"": -0.09980498573495847, ""bb_upper"": 154.1055485975312, ""bb_lower"": 153.78475140246866, ""atr"": 0.10087965658646711, ""momentum"": -0.20199999999999818, ""stoch_k"": 15.058582566178346, ""stoch_d"": 18.6800187934018}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,tokyo,,
2026-02-11T03:23:28.448722,BLOCKED_EUR_JPY_1770780208,EUR_JPY,sell,trend_following,0.89,182.971,183.571,181.671,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.1070332314351863, ""spread_pips"": 2.400000000000091, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8999999999999999, ""regime"": ""neutral""}","{""rsi"": 36.96125371894457, ""macd"": -0.09713036740899383, ""macd_signal"": -0.0926419733520489, ""bb_upper"": 183.31004010987158, ""bb_lower"": 182.89145989012815, ""atr"": 0.1070332314351863, ""momentum"": -0.19200000000000728, ""stoch_k"": 21.911025519902037, ""stoch_d"": 15.75817390778974}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,tokyo,,
