timestamp,trade_id,symbol,direction,strategy,confidence,entry_price,stop_loss,take_profit,position_size,risk_amount,market_conditions,indicators,status,blocked_reason,entry_time,exit_time,exit_price,pnl,pnl_pips,exit_reason,max_favorable,max_adverse,duration_minutes,session,order_flow_bias,multi_tf_alignment
2026-02-09T13:02:29.468648,BLOCKED_USD_JPY_1770642149,USD_JPY,sell,trend_following,0.8800000000000001,156.316,156.916,155.916,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.0832902093888932, ""spread_pips"": 1.4999999999986358, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 34.75620064329198, ""macd"": -0.03952017010982445, ""macd_signal"": -0.03518292599231511, ""bb_upper"": 156.6133626421524, ""bb_lower"": 156.36733735784733, ""atr"": 0.0832902093888932, ""momentum"": -0.036000000000001364, ""stoch_k"": 39.986649951967365, ""stoch_d"": 54.09590541578465}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:03:55.723754,BLOCKED_USD_JPY_1770642235,USD_JPY,sell,trend_following,0.8800000000000001,156.35,156.95,155.95,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.0832902093888932, ""spread_pips"": 1.500000000001478, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 34.75620064329198, ""macd"": -0.03952017010982445, ""macd_signal"": -0.03518292599231511, ""bb_upper"": 156.6133626421524, ""bb_lower"": 156.36733735784733, ""atr"": 0.0832902093888932, ""momentum"": -0.036000000000001364, ""stoch_k"": 39.986649951967365, ""stoch_d"": 54.09590541578465}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:05:22.526458,BLOCKED_USD_JPY_1770642322,USD_JPY,sell,trend_following,0.8800000000000001,156.333,156.933,155.933,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.08412662363900407, ""spread_pips"": 1.8000000000000682, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 30.98472485921892, ""macd"": -0.047808548659958205, ""macd_signal"": -0.037708038033680884, ""bb_upper"": 156.60596090488843, ""bb_lower"": 156.3473390951113, ""atr"": 0.08412662363900407, ""momentum"": -0.117999999999995, ""stoch_k"": 23.90364087285027, ""stoch_d"": 39.54164835104823}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:06:55.423198,BLOCKED_USD_JPY_1770642415,USD_JPY,sell,trend_following,0.8800000000000001,156.262,156.862,155.862,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.08412662363900407, ""spread_pips"": 1.9000000000005457, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 30.98472485921892, ""macd"": -0.047808548659958205, ""macd_signal"": -0.037708038033680884, ""bb_upper"": 156.60596090488843, ""bb_lower"": 156.3473390951113, ""atr"": 0.08412662363900407, ""momentum"": -0.117999999999995, ""stoch_k"": 23.90364087285027, ""stoch_d"": 39.54164835104823}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:08:19.185682,BLOCKED_USD_JPY_1770642499,USD_JPY,sell,trend_following,0.8800000000000001,156.271,156.87099999999998,155.87099999999998,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.08412662363900407, ""spread_pips"": 1.9000000000005457, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 30.98472485921892, ""macd"": -0.047808548659958205, ""macd_signal"": -0.037708038033680884, ""bb_upper"": 156.60596090488843, ""bb_lower"": 156.3473390951113, ""atr"": 0.08412662363900407, ""momentum"": -0.117999999999995, ""stoch_k"": 23.90364087285027, ""stoch_d"": 39.54164835104823}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:09:43.395984,BLOCKED_USD_JPY_1770642583,USD_JPY,sell,trend_following,0.8800000000000001,156.197,156.797,155.797,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.08412662363900407, ""spread_pips"": 2.199999999999136, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 30.98472485921892, ""macd"": -0.047808548659958205, ""macd_signal"": -0.037708038033680884, ""bb_upper"": 156.60596090488843, ""bb_lower"": 156.3473390951113, ""atr"": 0.08412662363900407, ""momentum"": -0.117999999999995, ""stoch_k"": 23.90364087285027, ""stoch_d"": 39.54164835104823}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:11:11.551091,BLOCKED_USD_JPY_1770642671,USD_JPY,sell,trend_following,0.8800000000000001,156.13,156.73,155.73,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.0919747232755234, ""spread_pips"": 1.9000000000005457, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 23.25133388695012, ""macd"": -0.06556373112360347, ""macd_signal"": -0.043279162961380624, ""bb_upper"": 156.62930007971067, ""bb_lower"": 156.2837999202892, ""atr"": 0.0919747232755234, ""momentum"": -0.24199999999999022, ""stoch_k"": 12.903372925534569, ""stoch_d"": 25.597887916784064}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:12:36.536496,BLOCKED_USD_JPY_1770642756,USD_JPY,sell,trend_following,0.8800000000000001,156.165,156.765,155.765,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.0919747232755234, ""spread_pips"": 2.1000000000015007, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 23.25133388695012, ""macd"": -0.06556373112360347, ""macd_signal"": -0.043279162961380624, ""bb_upper"": 156.62930007971067, ""bb_lower"": 156.2837999202892, ""atr"": 0.0919747232755234, ""momentum"": -0.24199999999999022, ""stoch_k"": 12.903372925534569, ""stoch_d"": 25.597887916784064}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:15:16.886938,BLOCKED_USD_JPY_1770642916,USD_JPY,sell,trend_following,0.8800000000000001,156.128,156.72799999999998,155.72799999999998,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.09247653005033049, ""spread_pips"": 1.700000000002433, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 21.899105400915705, ""macd"": -0.08143957398411317, ""macd_signal"": -0.05091123572131874, ""bb_upper"": 156.6495219576147, ""bb_lower"": 156.2236780423852, ""atr"": 0.09247653005033049, ""momentum"": -0.3580000000000041, ""stoch_k"": 7.540426180815785, ""stoch_d"": 14.782479993066884}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:16:41.437264,BLOCKED_USD_JPY_1770643001,USD_JPY,sell,trend_following,0.8800000000000001,156.15,156.75,155.75,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.09247653005033049, ""spread_pips"": 1.6999999999995907, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 21.899105400915705, ""macd"": -0.08143957398411317, ""macd_signal"": -0.05091123572131874, ""bb_upper"": 156.6495219576147, ""bb_lower"": 156.2236780423852, ""atr"": 0.09247653005033049, ""momentum"": -0.3580000000000041, ""stoch_k"": 7.540426180815785, ""stoch_d"": 14.782479993066884}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:18:01.920769,BLOCKED_USD_JPY_1770643081,USD_JPY,sell,trend_following,0.8800000000000001,156.13,156.73,155.73,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.09247653005033049, ""spread_pips"": 1.9000000000005457, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 21.899105400915705, ""macd"": -0.08143957398411317, ""macd_signal"": -0.05091123572131874, ""bb_upper"": 156.6495219576147, ""bb_lower"": 156.2236780423852, ""atr"": 0.09247653005033049, ""momentum"": -0.3580000000000041, ""stoch_k"": 7.540426180815785, ""stoch_d"": 14.782479993066884}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:19:20.833289,BLOCKED_USD_JPY_1770643160,USD_JPY,sell,trend_following,0.875,156.182,156.78199999999998,155.78199999999998,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.09247653005033049, ""spread_pips"": 1.9000000000005457, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.75, ""regime"": ""neutral""}","{""rsi"": 21.899105400915705, ""macd"": -0.08143957398411317, ""macd_signal"": -0.05091123572131874, ""bb_upper"": 156.6495219576147, ""bb_lower"": 156.2236780423852, ""atr"": 0.09247653005033049, ""momentum"": -0.3580000000000041, ""stoch_k"": 7.540426180815785, ""stoch_d"": 14.782479993066884}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:20:55.257784,BLOCKED_USD_JPY_1770643255,USD_JPY,sell,trend_following,0.8800000000000001,156.135,156.73499999999999,155.73499999999999,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.09365677865492625, ""spread_pips"": 1.500000000001478, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 23.450222175718675, ""macd"": -0.09207233785113544, ""macd_signal"": -0.05914345404386423, ""bb_upper"": 156.6527147520499, ""bb_lower"": 156.18038524794989, ""atr"": 0.09365677865492625, ""momentum"": -0.3669999999999902, ""stoch_k"": 8.795793147138502, ""stoch_d"": 9.74653075116297}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:22:13.814368,BLOCKED_USD_JPY_1770643333,USD_JPY,sell,trend_following,0.8800000000000001,156.107,156.707,155.707,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.09365677865492625, ""spread_pips"": 2.0999999999986585, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 23.450222175718675, ""macd"": -0.09207233785113544, ""macd_signal"": -0.05914345404386423, ""bb_upper"": 156.6527147520499, ""bb_lower"": 156.18038524794989, ""atr"": 0.09365677865492625, ""momentum"": -0.3669999999999902, ""stoch_k"": 8.795793147138502, ""stoch_d"": 9.74653075116297}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:23:34.617098,BLOCKED_USD_JPY_1770643414,USD_JPY,sell,trend_following,0.8800000000000001,156.132,156.732,155.732,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.09365677865492625, ""spread_pips"": 1.8000000000000682, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 23.450222175718675, ""macd"": -0.09207233785113544, ""macd_signal"": -0.05914345404386423, ""bb_upper"": 156.6527147520499, ""bb_lower"": 156.18038524794989, ""atr"": 0.09365677865492625, ""momentum"": -0.3669999999999902, ""stoch_k"": 8.795793147138502, ""stoch_d"": 9.74653075116297}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:24:57.547195,BLOCKED_USD_JPY_1770643497,USD_JPY,sell,trend_following,0.8800000000000001,156.054,156.654,155.654,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.09365677865492625, ""spread_pips"": 1.9000000000005457, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 23.450222175718675, ""macd"": -0.09207233785113544, ""macd_signal"": -0.05914345404386423, ""bb_upper"": 156.6527147520499, ""bb_lower"": 156.18038524794989, ""atr"": 0.09365677865492625, ""momentum"": -0.3669999999999902, ""stoch_k"": 8.795793147138502, ""stoch_d"": 9.74653075116297}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:26:16.592401,BLOCKED_USD_JPY_1770643576,USD_JPY,sell,trend_following,0.8800000000000001,156.035,156.635,155.635,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.09982415334227183, ""spread_pips"": 1.9000000000005457, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 19.38046266124661, ""macd"": -0.10796897400146577, ""macd_signal"": -0.06890855110357144, ""bb_upper"": 156.67297565196233, ""bb_lower"": 156.11392434803744, ""atr"": 0.09982415334227183, ""momentum"": -0.4749999999999943, ""stoch_k"": 8.374296513618006, ""stoch_d"": 8.236838613857438}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
2026-02-09T13:27:32.615238,BLOCKED_USD_JPY_1770643652,USD_JPY,sell,trend_following,0.8800000000000001,156.004,156.60399999999998,155.60399999999998,0,0,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.09982415334227183, ""spread_pips"": 1.6999999999995907, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 19.38046266124661, ""macd"": -0.10796897400146577, ""macd_signal"": -0.06890855110357144, ""bb_upper"": 156.67297565196233, ""bb_lower"": 156.11392434803744, ""atr"": 0.09982415334227183, ""momentum"": -0.4749999999999943, ""stoch_k"": 8.374296513618006, ""stoch_d"": 8.236838613857438}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,london_ny_overlap,,
